Family,Name,Filename
Liberation Sans,Liberation Sans Bold,LiberationSans-Bold.ttf
Liberation Serif,Liberation Serif,LiberationSerif-Regular.ttf
Liberation Serif,Liberation Serif Bold,LiberationSerif-Bold.ttf
Liberation Serif,Liberation Serif Bold Italic,LiberationSerif-BoldItalic.ttf
Liberation Serif,Liberation Serif Italic,LiberationSerif-Italic.ttf
Lohit Assamese,Lohit Assamese,Lohit-Assamese.ttf
Lohit Bengali,Lohit Bengali,Lohit-Bengali.ttf
Lohit Devanagari,Lohit Devanagari,Lohit-Devanagari.ttf
Lohit Gujarati,Lohit Gujarati,Lohit-Gujarati.ttf
Lohit Kannada,Lohit Kannada,Lohit-Kannada.ttf
Lohit Odia,Lohit Odia,Lohit-Odia.ttf
Lohit Tamil,Lohit Tamil,Lohit-Tamil.ttf
Lohit Telugu,Lohit Telugu,Lohit-Telugu.ttf
Meera,Meera,Meera-Regular.ttf
Mingzat,Mingzat,Mingzat-Regular.ttf
Montserrat,Montserrat Light,Montserrat-Light.woff2
Montserrat,Montserrat Regular,Montserrat-Regular.woff2
Montserrat,Montserrat ExtraBold,Montserrat-ExtraBold.woff
Montserrat,Montserrat ExtraBold,Montserrat-ExtraBold.woff2
Montserrat,Montserrat Light,Montserrat-Light.woff
Montserrat,Montserrat Italic,Montserrat-Italic.woff2
Montserrat,Montserrat Bold,Montserrat-Bold.woff2
Montserrat,Montserrat Regular,Montserrat-Regular.woff
Montserrat,Montserrat Italic,Montserrat-Italic.woff
Montserrat,Montserrat Bold,Montserrat-Bold.woff
Nimbus Mono PS,Nimbus Mono PS Italic,NimbusMonoPS-Italic.t1
Nimbus Mono PS,NimbusMonoPS-Bold,NimbusMonoPS-Bold.otf
Nimbus Mono PS,NimbusMonoPS-Regular,NimbusMonoPS-Regular.otf
Nimbus Mono PS,Nimbus Mono PS Bold,NimbusMonoPS-Bold.t1
Nimbus Mono PS,Nimbus Mono PS Bold Italic,NimbusMonoPS-BoldItalic.t1
Nimbus Mono PS,NimbusMonoPS-Italic,NimbusMonoPS-Italic.otf
Nimbus Mono PS,Nimbus Mono PS Regular,NimbusMonoPS-Regular.t1
Nimbus Mono PS,NimbusMonoPS-BoldItalic,NimbusMonoPS-BoldItalic.otf
Nimbus Roman,Nimbus Roman Italic,NimbusRoman-Italic.t1
Nimbus Roman,NimbusRoman-BoldItalic,NimbusRoman-BoldItalic.otf
Nimbus Roman,NimbusRoman-Bold,NimbusRoman-Bold.otf
Nimbus Roman,NimbusRoman-Italic,NimbusRoman-Italic.otf
Nimbus Roman,NimbusRoman-Regular,NimbusRoman-Regular.otf
Nimbus Roman,Nimbus Roman Bold Italic,NimbusRoman-BoldItalic.t1
Nimbus Roman,Nimbus Roman Regular,NimbusRoman-Regular.t1
Nimbus Roman,Nimbus Roman Bold,NimbusRoman-Bold.t1
Nimbus Sans,NimbusSans-Bold,NimbusSans-Bold.otf
Nimbus Sans,Nimbus Sans Bold Italic,NimbusSans-BoldItalic.t1
Nimbus Sans,Nimbus Sans Regular,NimbusSans-Regular.t1
Nimbus Sans,Nimbus Sans Bold,NimbusSans-Bold.t1
Nimbus Sans,NimbusSans-BoldItalic,NimbusSans-BoldItalic.otf
Nimbus Sans,Nimbus Sans Italic,NimbusSans-Italic.t1
Nimbus Sans,NimbusSans-Regular,NimbusSans-Regular.otf
Nimbus Sans,NimbusSans-Italic,NimbusSans-Italic.otf
Nimbus Sans Narrow,NimbusSansNarrow-BoldOblique,NimbusSansNarrow-BoldOblique.otf
Nimbus Sans Narrow,Nimbus Sans Narrow Oblique,NimbusSansNarrow-Oblique.t1
Nimbus Sans Narrow,NimbusSansNarrow-Regular,NimbusSansNarrow-Regular.otf
Nimbus Sans Narrow,NimbusSansNarrow-Bold,NimbusSansNarrow-Bold.otf
Nimbus Sans Narrow,Nimbus Sans Narrow Bold,NimbusSansNarrow-Bold.t1
Nimbus Sans Narrow,Nimbus Sans Narrow Regular,NimbusSansNarrow-Regular.t1
Nimbus Sans Narrow,NimbusSansNarrow-Oblique,NimbusSansNarrow-Oblique.otf
Nimbus Sans Narrow,Nimbus Sans Narrow Bold Oblique,NimbusSansNarrow-BoldOblique.t1
Noto Color Emoji,Noto Color Emoji,NotoColorEmoji.ttf
Noto Sans CJK HK,Noto Sans CJK HK Medium,NotoSansCJK-Medium.ttc
Noto Sans CJK HK,Noto Sans CJK HK,NotoSansCJK-Regular.ttc
Noto Sans CJK HK,Noto Sans CJK HK Bold,NotoSansCJK-Bold.ttc
Noto Sans CJK HK,Noto Sans CJK HK Thin,NotoSansCJK-Thin.ttc
Noto Sans CJK HK,Noto Sans CJK HK DemiLight,NotoSansCJK-DemiLight.ttc
Noto Sans CJK HK,Noto Sans CJK HK Black,NotoSansCJK-Black.ttc
Noto Sans CJK HK,Noto Sans CJK HK Light,NotoSansCJK-Light.ttc
Noto Sans CJK JP,Noto Sans CJK JP Light,NotoSansCJK-Light.ttc
Noto Sans CJK JP,Noto Sans CJK JP Black,NotoSansCJK-Black.ttc
Noto Sans CJK JP,Noto Sans CJK JP Thin,NotoSansCJK-Thin.ttc
Noto Sans CJK JP,Noto Sans CJK JP DemiLight,NotoSansCJK-DemiLight.ttc
Noto Sans CJK JP,Noto Sans CJK JP,NotoSansCJK-Regular.ttc
Noto Sans CJK JP,Noto Sans CJK JP Bold,NotoSansCJK-Bold.ttc
Noto Sans CJK JP,Noto Sans CJK JP Medium,NotoSansCJK-Medium.ttc
Noto Sans CJK KR,Noto Sans CJK KR DemiLight,NotoSansCJK-DemiLight.ttc
Noto Sans CJK KR,Noto Sans CJK KR,NotoSansCJK-Regular.ttc
Noto Sans CJK KR,Noto Sans CJK KR Bold,NotoSansCJK-Bold.ttc
Noto Sans CJK KR,Noto Sans CJK KR Light,NotoSansCJK-Light.ttc
Noto Sans CJK KR,Noto Sans CJK KR Medium,NotoSansCJK-Medium.ttc
Noto Sans CJK KR,Noto Sans CJK KR Thin,NotoSansCJK-Thin.ttc
Noto Sans CJK KR,Noto Sans CJK KR Black,NotoSansCJK-Black.ttc
Noto Sans CJK SC,Noto Sans CJK SC DemiLight,NotoSansCJK-DemiLight.ttc
Noto Sans CJK SC,Noto Sans CJK SC Medium,NotoSansCJK-Medium.ttc
Noto Sans CJK SC,Noto Sans CJK SC Bold,NotoSansCJK-Bold.ttc
Noto Sans CJK SC,Noto Sans CJK SC Black,NotoSansCJK-Black.ttc
Noto Sans CJK SC,Noto Sans CJK SC Light,NotoSansCJK-Light.ttc
Noto Sans CJK SC,Noto Sans CJK SC,NotoSansCJK-Regular.ttc
Noto Sans CJK SC,Noto Sans CJK SC Thin,NotoSansCJK-Thin.ttc
Noto Sans CJK TC,Noto Sans CJK TC Thin,NotoSansCJK-Thin.ttc
Noto Sans CJK TC,Noto Sans CJK TC Light,NotoSansCJK-Light.ttc
Noto Sans CJK TC,Noto Sans CJK TC Black,NotoSansCJK-Black.ttc
Noto Sans CJK TC,Noto Sans CJK TC Bold,NotoSansCJK-Bold.ttc
Noto Sans CJK TC,Noto Sans CJK TC,NotoSansCJK-Regular.ttc
Noto Sans CJK TC,Noto Sans CJK TC DemiLight,NotoSansCJK-DemiLight.ttc
Noto Sans CJK TC,Noto Sans CJK TC Medium,NotoSansCJK-Medium.ttc
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed,NotoSansGurmukhi-ExtraCondensed.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed Black,NotoSansGurmukhi-ExtraCondensedBlack.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed Thin,NotoSansGurmukhi-CondensedThin.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Medium,NotoSansGurmukhi-Medium.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed Medium,NotoSansGurmukhi-ExtraCondensedMedium.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed ExtraLight,NotoSansGurmukhi-ExtraCondensedExtraLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed Medium,NotoSansGurmukhi-CondensedMedium.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed Light,NotoSansGurmukhi-ExtraCondensedLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Bold,NotoSansGurmukhi-Bold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed ExtraBold,NotoSansGurmukhi-SemiCondensedExtraBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed SemiBold,NotoSansGurmukhi-ExtraCondensedSemiBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraBold,NotoSansGurmukhi-ExtraBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed Bold,NotoSansGurmukhi-ExtraCondensedBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed Bold,NotoSansGurmukhi-CondensedBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed,NotoSansGurmukhi-SemiCondensed.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed SemiBold,NotoSansGurmukhi-SemiCondensedSemiBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Thin,NotoSansGurmukhi-Thin.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed Light,NotoSansGurmukhi-CondensedLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiBold,NotoSansGurmukhi-SemiBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed Thin,NotoSansGurmukhi-SemiCondensedThin.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed,NotoSansGurmukhi-Condensed.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed Thin,NotoSansGurmukhi-ExtraCondensedThin.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed Black,NotoSansGurmukhi-CondensedBlack.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraLight,NotoSansGurmukhi-ExtraLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Light,NotoSansGurmukhi-Light.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed Black,NotoSansGurmukhi-SemiCondensedBlack.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed ExtraBold,NotoSansGurmukhi-CondensedExtraBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed Bold,NotoSansGurmukhi-SemiCondensedBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed ExtraLight,NotoSansGurmukhi-CondensedExtraLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed Medium,NotoSansGurmukhi-SemiCondensedMedium.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Black,NotoSansGurmukhi-Black.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Regular,NotoSansGurmukhi-Regular.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed Light,NotoSansGurmukhi-SemiCondensedLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi SemiCondensed ExtraLight,NotoSansGurmukhi-SemiCondensedExtraLight.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi Condensed SemiBold,NotoSansGurmukhi-CondensedSemiBold.ttf
Noto Sans Gurmukhi,Noto Sans Gurmukhi ExtraCondensed ExtraBold,NotoSansGurmukhi-ExtraCondensedExtraBold.ttf
Noto Sans Mono CJK HK,Noto Sans Mono CJK HK,NotoSansCJK-Regular.ttc
Noto Sans Mono CJK HK,Noto Sans Mono CJK HK Bold,NotoSansCJK-Bold.ttc
Noto Sans Mono CJK JP,Noto Sans Mono CJK JP,NotoSansCJK-Regular.ttc
Noto Sans Mono CJK JP,Noto Sans Mono CJK JP Bold,NotoSansCJK-Bold.ttc
Noto Sans Mono CJK KR,Noto Sans Mono CJK KR,NotoSansCJK-Regular.ttc
Noto Sans Mono CJK KR,Noto Sans Mono CJK KR Bold,NotoSansCJK-Bold.ttc
Noto Sans Mono CJK SC,Noto Sans Mono CJK SC,NotoSansCJK-Regular.ttc
Noto Sans Mono CJK SC,Noto Sans Mono CJK SC Bold,NotoSansCJK-Bold.ttc
Noto Sans Mono CJK TC,Noto Sans Mono CJK TC,NotoSansCJK-Regular.ttc
Noto Sans Mono CJK TC,Noto Sans Mono CJK TC Bold,NotoSansCJK-Bold.ttc
Noto Sans Sinhala,Noto Sans Sinhala Bold,NotoSansSinhala-VF.ttf
Noto Sans Sinhala,Noto Sans Sinhala Regular,NotoSansSinhala-VF.ttf
Noto Sans Sinhala,Noto Sans Sinhala SemiBold,NotoSansSinhala-VF.ttf
Noto Sans Sinhala,Noto Sans Sinhala Medium,NotoSansSinhala-VF.ttf
Noto Sans Sinhala,Noto Sans Sinhala,NotoSansSinhala-VF.ttf
Nuosu SIL,Nuosu SIL,NuosuSIL-Regular.ttf
OpenSymbol,OpenSymbol,opens___.ttf
P052,P052-Bold,P052-Bold.otf
P052,P052-Italic,P052-Italic.otf
P052,P052 Roman,P052-Roman.t1
P052,P052 Bold,P052-Bold.t1
P052,P052-Roman,P052-Roman.otf
P052,P052 Bold Italic,P052-BoldItalic.t1
P052,P052 Italic,P052-Italic.t1
P052,P052-BoldItalic,P052-BoldItalic.otf
Padauk,Padauk,Padauk-Regular.ttf
Padauk,Padauk Bold,Padauk-Bold.ttf
PakType Naskh Basic,PakType Naskh Basic,PakTypeNaskhBasic.ttf
STIX,STIX,STIX2Text-Regular.otf
STIX,STIX Bold Italic,STIX2Text-BoldItalic.otf
STIX,STIX,STIX2Math.otf
STIX,STIX Bold,STIX2Text-Bold.otf
STIX,STIX Italic,STIX2Text-Italic.otf
Source Code Pro,Source Code Pro Medium,SourceCodePro-Medium.otf
Source Code Pro,Source Code Pro Medium Italic,SourceCodePro-MediumIt.otf
Source Code Pro,Source Code Pro ExtraLight Italic,SourceCodePro-ExtraLightIt.otf
Source Code Pro,Source Code Pro Semibold,SourceCodePro-Semibold.otf
Source Code Pro,Source Code Pro Light,SourceCodePro-Light.otf
Source Code Pro,Source Code Pro Italic,SourceCodePro-It.otf
Source Code Pro,Source Code Pro Black,SourceCodePro-Black.otf
Source Code Pro,Source Code Pro Black Italic,SourceCodePro-BlackIt.otf
Source Code Pro,Source Code Pro Semibold Italic,SourceCodePro-SemiboldIt.otf
Source Code Pro,Source Code Pro Bold,SourceCodePro-Bold.otf
Source Code Pro,Source Code Pro ExtraLight,SourceCodePro-ExtraLight.otf
Source Code Pro,Source Code Pro Bold Italic,SourceCodePro-BoldIt.otf
Source Code Pro,Source Code Pro,SourceCodePro-Regular.otf
Source Code Pro,Source Code Pro Light Italic,SourceCodePro-LightIt.otf
Standard Symbols PS,Standard Symbols PS Regular,StandardSymbolsPS.t1
Symbola,Symbola,Symbola.ttf
URW Bookman,URWBookman-Light,URWBookman-Light.otf
URW Bookman,URW Bookman Light Italic,URWBookman-LightItalic.t1
URW Bookman,URWBookman-LightItalic,URWBookman-LightItalic.otf
URW Bookman,URW Bookman Demi,URWBookman-Demi.t1
URW Bookman,URWBookman-DemiItalic,URWBookman-DemiItalic.otf
URW Bookman,URW Bookman Light,URWBookman-Light.t1
URW Bookman,URW Bookman Demi Italic,URWBookman-DemiItalic.t1
URW Bookman,URWBookman-Demi,URWBookman-Demi.otf
URW Gothic,URW Gothic Demi,URWGothic-Demi.t1
URW Gothic,URWGothic-BookOblique,URWGothic-BookOblique.otf
URW Gothic,URWGothic-DemiOblique,URWGothic-DemiOblique.otf
URW Gothic,URWGothic-Demi,URWGothic-Demi.otf
URW Gothic,URW Gothic Book Oblique,URWGothic-BookOblique.t1
URW Gothic,URW Gothic Book,URWGothic-Book.t1
URW Gothic,URW Gothic Demi Oblique,URWGothic-DemiOblique.t1
URW Gothic,URWGothic-Book,URWGothic-Book.otf
Waree,Waree,Waree.otf
Waree,Waree Bold,Waree-Bold.otf
Waree,Waree Bold Oblique,Waree-BoldOblique.otf
Waree,Waree Oblique,Waree-Oblique.otf
Z003,Z003 Medium Italic,Z003-MediumItalic.t1
Z003,Z003-MediumItalic,Z003-MediumItalic.otf
