Family,Name,Filename
Franklin Gothic Medium,Franklin Gothic Medium,framd.ttf
FreesiaUPC,FreesiaUPC Bold Italic,upcfbi.ttf
FreesiaUPC,FreesiaUPC Bold,upcfb.ttf
FreesiaUPC,FreesiaUPC Italic,upcfi.ttf
FreesiaUPC,FreesiaUPC,upcfl.ttf
Gautami,Gautami,gautami.ttf
Georgia,Georgia Bold Italic,georgiaz.ttf
Georgia,Georgia Bold,georgiab.ttf
Georgia,Georgia Italic,georgiai.ttf
Georgia,Georgia,georgia.ttf
Gulim,Gulim,gulim.ttc
Impact,Impact,impact.ttf
IrisUPC,IrisUPC Bold Italic,upcibi.ttf
IrisUPC,IrisUPC Bold,upcib.ttf
IrisUPC,IrisUPC Italic,upcii.ttf
IrisUPC,IrisUPC,upcil.ttf
JasmineUPC,JasmineUPC Bold Italic,upcjbi.ttf
JasmineUPC,JasmineUPC Bold,upcjb.ttf
JasmineUPC,JasmineUPC Italic,upcji.ttf
JasmineUPC,JasmineUPC,upcjl.ttf
KaiTi,KaiTi,simkai.ttf
Kartika,Kartika,kartika.ttf
KodchiangUPC,KodchiangUPC Bold Italic,upckbi.ttf
KodchiangUPC,KodchiangUPC Bold,upckb.ttf
KodchiangUPC,KodchiangUPC Italic,upcki.ttf
KodchiangUPC,KodchiangUPC,upckl.ttf
Latha,Latha,latha.ttf
Levenim MT,Levenim MT Bold,lvnmbd.ttf
Levenim MT,Levenim MT,lvnm.ttf
LilyUPC,LilyUPC Bold Italic,upclbi.ttf
LilyUPC,LilyUPC Bold,upclb.ttf
LilyUPC,LilyUPC Italic,upcli.ttf
LilyUPC,LilyUPC,upcll.ttf
Lucida Console,Lucida Console,lucon.ttf
Lucida Sans Unicode,Lucida Sans Unicode,l_10646.ttf
Lucida Sans,Lucida Sans Demibold Italic,lsansdi.ttf
Lucida Sans,Lucida Sans Demibold Roman,lsansd.ttf
Lucida Sans,Lucida Sans Italic,lsansi.ttf
Lucida Sans,Lucida Sans Regular,lsans.ttf
MS Gothic,MS Gothic,msgothic.ttc
MS Mincho,MS Mincho,msmincho.ttc
MV Boli,MV Boli,mvboli.ttf
Mangal,Mangal,mangal.ttf
Marlett,Marlett,marlett.ttf
Microsoft Sans Serif,Microsoft Sans Serif,micross.ttf
MingLiU,PMingLiU,mingliu.ttc
MingLiU-ExtB,PMingLiU-ExtB,mingliub.ttc
Miriam,Miriam Fixed,mriamc.ttf
Miriam,Miriam Transparent,mriamtr.ttf
Miriam,Miriam,mriam.ttf
Narkisim,Narkisim,nrkis.ttf
Palatino Linotype,Palatino Linotype Bold Italic,palabi.ttf
Palatino Linotype,Palatino Linotype Bold,palab.ttf
Palatino Linotype,Palatino Linotype Italic,palai.ttf
Palatino Linotype,Palatino Linotype,pala.ttf
Raavi,Raavi,raavi.ttf
Rod,Rod Transparent,rodtr.ttf
Rod,Rod,rod.ttf
Shruti,Shruti,shruti.ttf
SimHei,SimHei,simhei.ttf
SimSun,SimSun,simsun.ttc
Simplified Arabic,Simplified Arabic Fixed,simpfxo.ttf
Sylfaen,Sylfaen,sylfaen.ttf
Symbol,Symbol,symbol.ttf
Tahoma,Tahoma Bold,tahomabd.ttf
Tahoma,Tahoma,tahoma.ttf
Times New Roman,Times New Roman Bold Italic,timesbi.ttf
Times New Roman,Times New Roman Bold,timesbd.ttf
Times New Roman,Times New Roman Italic,timesi.ttf
Times New Roman,Times New Roman,times.ttf
Traditional Arabic,Traditional Arabic Bold,tradbdo.ttf
Traditional Arabic,Traditional Arabic,trado.ttf
Trebuchet MS,Trebuchet MS Bold Italic,trebucbi.ttf
Trebuchet MS,Trebuchet MS Bold,trebucbd.ttf
Trebuchet MS,Trebuchet MS Italic,trebucit.ttf
Trebuchet MS,Trebuchet MS,trebuc.ttf
Tunga,Tunga,tunga.ttf
Verdana,Verdana Bold Italic,verdanaz.ttf
Verdana,Verdana Bold,verdanab.ttf
Verdana,Verdana Italic,verdanai.ttf
Verdana,Verdana,verdana.ttf
Vrinda,Vrinda,vrinda.ttf
Webdings,Webdings,webdings.ttf
Wingdings,Wingdings,wingding.ttf
