Family,Name,Filename
CordiaUPC,CordiaUPC Bold Italic,cordiauz.ttf
CordiaUPC,CordiaUPC Bold,cordiaub.ttf
CordiaUPC,CordiaUPC Italic,cordiaui.ttf
CordiaUPC,CordiaUPC,cordiau.ttf
Courier New,Courier New Bold Italic,courbi.ttf
Courier New,Courier New Bold,courbd.ttf
Courier New,Courier New Italic,couri.ttf
Courier New,Courier New,cour.ttf
DFKai-SB,DFKai-SB,kaiu.ttf
DaunPenh,DaunPenh,daunpenh.ttf
David,David Bold,davidbd.ttf
David,David,david.ttf
DilleniaUPC,DilleniaUPC Bold Italic,upcdbi.ttf
DilleniaUPC,DilleniaUPC Bold,upcdb.ttf
DilleniaUPC,DilleniaUPC Italic,upcdi.ttf
DilleniaUPC,DilleniaUPC,upcdl.ttf
DokChampa,DokChampa,dokchamp.ttf
Dotum,Dotum,gulim.ttc
Dotum,DotumChe,gulim.ttc
Ebrima,Ebrima Bold,ebrimabd.ttf
Ebrima,Ebrima,ebrima.ttf
Estrangelo Edessa,Estrangelo Edessa,estre.ttf
EucrosiaUPC,EucrosiaUPC Bold Italic,upcebi.ttf
EucrosiaUPC,EucrosiaUPC Bold,upceb.ttf
EucrosiaUPC,EucrosiaUPC Italic,upcei.ttf
EucrosiaUPC,EucrosiaUPC,upcel.ttf
Euphemia,Euphemia,euphemia.ttf
FangSong,FangSong,simfang.ttf
FrankRuehl,FrankRuehl,frank.ttf
Franklin Gothic Medium,Franklin Gothic Medium Italic,framdit.ttf
Franklin Gothic Medium,Franklin Gothic Medium,framd.ttf
FreesiaUPC,FreesiaUPC Bold Italic,upcfbi.ttf
FreesiaUPC,FreesiaUPC Bold,upcfb.ttf
FreesiaUPC,FreesiaUPC Italic,upcfi.ttf
FreesiaUPC,FreesiaUPC,upcfl.ttf
Gabriola,Gabriola,gabriola.ttf
Gautami,Gautami Bold,gautamib.ttf
Gautami,Gautami,gautami.ttf
Georgia,Georgia Bold Italic,georgiaz.ttf
Georgia,Georgia Bold,georgiab.ttf
Georgia,Georgia Italic,georgiai.ttf
Georgia,Georgia,georgia.ttf
Gisha,Gisha Bold,gishabd.ttf
Gisha,Gisha,gisha.ttf
Gulim,Gulim,gulim.ttc
Gulim,GulimChe,gulim.ttc
Gungsuh,Gungsuh,batang.ttc
Gungsuh,GungsuhChe,batang.ttc
Impact,Impact,impact.ttf
IrisUPC,IrisUPC Bold Italic,upcibi.ttf
IrisUPC,IrisUPC Bold,upcib.ttf
IrisUPC,IrisUPC Italic,upcii.ttf
IrisUPC,IrisUPC,upcil.ttf
Iskoola Pota,Iskoola Pota Bold,iskpotab.ttf
Iskoola Pota,Iskoola Pota,iskpota.ttf
JasmineUPC,JasmineUPC Bold Italic,upcjbi.ttf
JasmineUPC,JasmineUPC Bold,upcjb.ttf
JasmineUPC,JasmineUPC Italic,upcji.ttf
JasmineUPC,JasmineUPC,upcjl.ttf
KaiTi,KaiTi,simkai.ttf
Kalinga,Kalinga Bold,kalingab.ttf
Kalinga,Kalinga,kalinga.ttf
Kartika,Kartika Bold,kartikab.ttf
Kartika,Kartika,kartika.ttf
Khmer UI,Khmer UI Bold,khmeruib.ttf
Khmer UI,Khmer UI,khmerui.ttf
KodchiangUPC,KodchiangUPC Bold Italic,upckbi.ttf
KodchiangUPC,KodchiangUPC Bold,upckb.ttf
KodchiangUPC,KodchiangUPC Italic,upcki.ttf
KodchiangUPC,KodchiangUPC,upckl.ttf
Kokila,Kokila Bold Italic,kokilabi.ttf
Kokila,Kokila Bold,kokilab.ttf
Kokila,Kokila Italic,kokilai.ttf
Kokila,Kokila,kokila.ttf
Lao UI,Lao UI Bold,laouib.ttf
Lao UI,Lao UI,laoui.ttf
Latha,Latha Bold,lathab.ttf
Latha,Latha,latha.ttf
Leelawadee,Leelawadee Bold,leelawdb.ttf
Leelawadee,Leelawadee,leelawad.ttf
Levenim MT,Levenim MT Bold,lvnmbd.ttf
Levenim MT,Levenim MT,lvnm.ttf
LilyUPC,LilyUPC Bold Italic,upclbi.ttf
LilyUPC,LilyUPC Bold,upclb.ttf
LilyUPC,LilyUPC Italic,upcli.ttf
LilyUPC,LilyUPC,upcll.ttf
Lucida Console,Lucida Console,lucon.ttf
Lucida Sans Unicode,Lucida Sans Unicode,l_10646.ttf
MS Gothic,MS Gothic,msgothic.ttc
MS Gothic,MS PGothic,msgothic.ttc
MS Gothic,MS UI Gothic,msgothic.ttc
MS Mincho,MS Mincho,msmincho.ttc
MS Mincho,MS PMincho,msmincho.ttc
MV Boli,MV Boli,mvboli.ttf
Malgun Gothic,Malgun Gothic Bold,malgunbd.ttf
Malgun Gothic,Malgun Gothic,malgun.ttf
Mangal,Mangal Bold,mangalb.ttf
Mangal,Mangal,mangal.ttf
Marlett,Marlett,marlett.ttf
Meiryo UI,Meiryo UI Bold Italic,meiryob.ttc
Meiryo UI,Meiryo UI Bold,meiryob.ttc
Meiryo UI,Meiryo UI Italic,meiryo.ttc
Meiryo UI,Meiryo UI,meiryo.ttc
Meiryo,Meiryo Bold Italic,meiryob.ttc
Meiryo,Meiryo Bold,meiryob.ttc
Meiryo,Meiryo Italic,meiryo.ttc
Meiryo,Meiryo,meiryo.ttc
Microsoft Himalaya,Microsoft Himalaya,himalaya.ttf
Microsoft JhengHei,Microsoft JhengHei Bold,msjhbd.ttf
Microsoft JhengHei,Microsoft JhengHei Regular,msjh.ttf
Microsoft New Tai Lue,Microsoft New Tai Lue Bold,ntailub.ttf
Microsoft New Tai Lue,Microsoft New Tai Lue,ntailu.ttf
Microsoft PhagsPa,Microsoft PhagsPa Bold,phagspab.ttf
Microsoft PhagsPa,Microsoft PhagsPa,phagspa.ttf
Microsoft Sans Serif,Microsoft Sans Serif,micross.ttf
Microsoft Tai Le,Microsoft Tai Le Bold,taileb.ttf
Microsoft Tai Le,Microsoft Tai Le,taile.ttf
Microsoft Uighur,Microsoft Uighur,msuighur.ttf
Microsoft YaHei,Microsoft YaHei Bold,msyhbd.ttf
Microsoft YaHei,Microsoft YaHei,msyh.ttf
Microsoft Yi Baiti,Microsoft Yi Baiti,msyi.ttf
MingLiU,MingLiU,mingliu.ttc
MingLiU,MingLiU_HKSCS,mingliu.ttc
MingLiU,PMingLiU,mingliu.ttc
MingLiU-ExtB,MingLiU-ExtB,mingliub.ttc
MingLiU-ExtB,MingLiU_HKSCS-ExtB,mingliub.ttc
MingLiU-ExtB,PMingLiU-ExtB,mingliub.ttc
Miriam,Miriam Fixed,mriamc.ttf
Miriam,Miriam,mriam.ttf
Mongolian Baiti,Mongolian Baiti,monbaiti.ttf
MoolBoran,MoolBoran,moolbor.ttf
Narkisim,Narkisim,nrkis.ttf
Nyala,Nyala,nyala.ttf
Palatino Linotype,Palatino Linotype Bold Italic,palabi.ttf
Palatino Linotype,Palatino Linotype Bold,palab.ttf
Palatino Linotype,Palatino Linotype Italic,palai.ttf
Palatino Linotype,Palatino Linotype,pala.ttf
Plantagenet Cherokee,Plantagenet Cherokee,plantc.ttf
Raavi,Raavi Bold,raavib.ttf
Raavi,Raavi,raavi.ttf
Rod,Rod,rod.ttf
Sakkal Majalla,Sakkal Majalla Bold,majallab.ttf
Sakkal Majalla,Sakkal Majalla,majalla.ttf
Segoe Print,Segoe Print Bold,segoeprb.ttf
Segoe Print,Segoe Print,segoepr.ttf
Segoe Script,Segoe Script Bold,segoescb.ttf
Segoe Script,Segoe Script,segoesc.ttf
Segoe UI Symbol,Segoe UI Symbol,seguisym.ttf
Segoe UI,Segoe UI Bold Italic,segoeuiz.ttf
Segoe UI,Segoe UI Bold,segoeuib.ttf
Segoe UI,Segoe UI Italic,segoeuii.ttf
Segoe UI,Segoe UI Light,segoeuil.ttf
Segoe UI,Segoe UI Semibold,seguisb.ttf
Segoe UI,Segoe UI,segoeui.ttf
Shonar Bangla,Shonar Bangla Bold,shonarb.ttf
Shonar Bangla,Shonar Bangla,shonar.ttf
Shruti,Shruti Bold,shrutib.ttf
Shruti,Shruti,shruti.ttf
SimHei,SimHei,simhei.ttf
SimSun,NSimSun,simsun.ttc
SimSun,SimSun,simsun.ttc
SimSun-ExtB,SimSun-ExtB,simsunb.ttf
Simplified Arabic,Simplified Arabic Bold,simpbdo.ttf
Simplified Arabic,Simplified Arabic Fixed,simpfxo.ttf
Simplified Arabic,Simplified Arabic,simpo.ttf
Sylfaen,Sylfaen,sylfaen.ttf
Symbol,Symbol,symbol.ttf
Tahoma,Tahoma Bold,tahomabd.ttf
Tahoma,Tahoma,tahoma.ttf
Times New Roman,Times New Roman Bold Italic,timesbi.ttf
Times New Roman,Times New Roman Bold,timesbd.ttf
Times New Roman,Times New Roman Italic,timesi.ttf
Times New Roman,Times New Roman,times.ttf
Traditional Arabic,Traditional Arabic Bold,tradbdo.ttf
Traditional Arabic,Traditional Arabic,trado.ttf
Trebuchet MS,Trebuchet MS Bold Italic,trebucbi.ttf
Trebuchet MS,Trebuchet MS Bold,trebucbd.ttf
Trebuchet MS,Trebuchet MS Italic,trebucit.ttf
Trebuchet MS,Trebuchet MS,trebuc.ttf
Tunga,Tunga Bold,tungab.ttf
Tunga,Tunga,tunga.ttf
Utsaah,Utsaah Bold Italic,utsaahbi.ttf
Utsaah,Utsaah Bold,utsaahb.ttf
Utsaah,Utsaah Italic,utsaahi.ttf
Utsaah,Utsaah,utsaah.ttf
Vani,Vani Bold,vanib.ttf
Vani,Vani,vani.ttf
Verdana,Verdana Bold Italic,verdanaz.ttf
Verdana,Verdana Bold,verdanab.ttf
Verdana,Verdana Italic,verdanai.ttf
Verdana,Verdana,verdana.ttf
Vijaya,Vijaya Bold,vijayab.ttf
Vijaya,Vijaya,vijaya.ttf
Vrinda,Vrinda Bold,vrindab.ttf
Vrinda,Vrinda,vrinda.ttf
Webdings,Webdings,webdings.ttf
Wingdings,Wingdings,wingding.ttf
